sample_name,ECG_HR,seg_drscc,mmw_HR_drscc,raw_CEP_HR,AMP_CEP_HR,BP_CEP_HR,Median_CEP_HR,Wavelet_CEP_HR,AMP->BP_CEP_HR,AMP->Median_CEP_HR,AMP->Wavelet_CEP_HR,BP->AMP_CEP_HR,BP->Median_CEP_HR,BP->Wavelet_CEP_HR,Median->AMP_CEP_HR,Median->BP_CEP_HR,Median->Wavelet_CEP_HR,Wavelet->AMP_CEP_HR,Wavelet->BP_CEP_HR,Wavelet->Median_CEP_HR,best_filter
sample_57,91.0,"[4.26, 34.26]",52.148437500000185,49.99999999999996,49.99999999999996,49.99999999999996,99.99999999999991,99.99999999999991,49.99999999999996,99.99999999999991,99.99999999999991,49.99999999999996,99.99999999999991,149.99999999999986,99.99999999999991,49.99999999999996,99.99999999999991,99.99999999999991,49.99999999999996,149.99999999999986,Median
sample_58,94.0,"[6.35, 36.35]",83.7890625000003,50.00000000000018,60.00000000000021,50.00000000000018,100.00000000000036,100.00000000000036,55.0000000000002,100.00000000000036,150.00000000000054,60.00000000000021,87.50000000000031,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,150.00000000000054,150.00000000000054,Median
sample_59,101.0,"[13.57, 43.57]",79.24804687500028,50.00000000000018,55.0000000000002,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,87.50000000000031,46.428571428571594,100.00000000000036,150.00000000000054,50.00000000000018,150.00000000000054,Median
sample_60,87.0,"[2.40, 32.40]",67.23632812500024,50.00000000000018,55.0000000000002,50.00000000000018,75.00000000000027,150.00000000000054,60.00000000000021,75.00000000000027,150.00000000000054,60.00000000000021,100.00000000000036,100.00000000000036,100.00000000000036,42.85714285714301,100.00000000000036,150.00000000000054,50.00000000000018,150.00000000000054,Median
sample_61,95.0,"[19.51, 49.51]",119.38476562500044,55.0000000000002,60.00000000000021,60.00000000000021,87.50000000000031,150.00000000000054,60.00000000000021,87.50000000000031,150.00000000000054,60.00000000000021,100.00000000000036,150.00000000000054,87.50000000000031,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,150.00000000000054,Median->Wavelet
sample_62,107.0,"[13.68, 43.68]",53.75976562500019,50.00000000000018,55.0000000000002,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,125.00000000000045,55.0000000000002,100.00000000000036,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,150.00000000000054,Median
sample_63,100.0,"[0.03, 30.03]",57.275390625000206,60.00000000000021,60.00000000000021,60.00000000000021,100.00000000000036,100.00000000000036,60.00000000000021,100.00000000000036,150.00000000000054,60.00000000000021,100.00000000000036,150.00000000000054,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,150.00000000000054,Median
sample_64,91.0,"[2.06, 32.06]",72.50976562500026,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,150.00000000000054,Median
sample_65,80.0,"[17.91, 47.91]",74.70703125000027,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,55.0000000000002,100.00000000000036,100.00000000000036,87.50000000000031,42.85714285714301,150.00000000000054,100.00000000000036,50.00000000000018,150.00000000000054,Median->AMP
sample_66,98.0,"[4.73, 34.73]",58.886718750000206,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,150.00000000000054,Median
