sample_name,ECG_HR,seg_drscc,mmw_HR_drscc,start,end,raw_HR,AMP_HR,BP_HR,Median_HR,Wavelet_HR,AMP->BP_HR,AMP->Median_HR,AMP->Wavelet_HR,BP->AMP_HR,BP->Median_HR,BP->Wavelet_HR,Median->AMP_HR,Median->BP_HR,Median->Wavelet_HR,Wavelet->AMP_HR,Wavelet->BP_HR,Wavelet->Median_HR
sample_40,78.0,"[12.88, 42.88]",128.0261528725784,12.88,42.88,179.6943952595331,179.6943952595331,117.19199690839116,62.502398351141956,117.19199690839116,117.19199690839116,62.502398351141956,117.19199690839116,117.19199690839116,70.3151981450347,117.19199690839116,70.3151981450347,62.502398351141956,62.502398351141956,117.19199690839116,117.19199690839116,54.68959855724921
sample_41,85.0,"[28.09, 58.09]",123.13597634848564,28.09,58.09,179.68392285994634,179.68392285994634,70.31110024954421,70.31110024954421,101.56047813823054,70.31110024954421,70.31110024954421,109.37282261040211,70.31110024954421,70.31110024954421,109.37282261040211,70.31110024954421,70.31110024954421,70.31110024954421,101.56047813823054,101.56047813823054,54.686411305201055
sample_42,73.0,"[16.55, 46.55]",126.2060612965464,16.55,46.55,125.01572601466846,125.01572601466846,125.01572601466846,70.32134588325101,125.01572601466846,125.01572601466846,70.32134588325101,125.01572601466846,125.01572601466846,70.32134588325101,125.01572601466846,70.32134588325101,70.32134588325101,62.50786300733423,125.01572601466846,125.01572601466846,46.88089725550068
sample_43,79.0,"[0.64, 30.64]",69.42324607929916,0.64,30.64,70.3082017436067,124.9923586553008,70.3082017436067,70.3082017436067,109.3683138233882,124.9923586553008,70.3082017436067,117.1803362393445,124.9923586553008,70.3082017436067,132.80438107125713,70.3082017436067,70.3082017436067,70.3082017436067,109.3683138233882,109.3683138233882,46.872134495737804
sample_44,78.0,"[16.27, 46.27]",125.76558762029366,16.27,46.27,125.03297254677742,125.03297254677742,125.03297254677742,62.51648627338871,117.21841176260382,125.03297254677742,62.51648627338871,101.58929019425665,125.03297254677742,62.51648627338871,117.21841176260382,62.51648627338871,62.51648627338871,62.51648627338871,117.21841176260382,117.21841176260382,70.33104705756229
sample_45,81.0,"[4.39, 34.39]",127.37954381830068,4.39,34.39,70.29520214547661,70.29520214547661,70.29520214547661,70.29520214547661,117.15867024246099,70.29520214547661,70.29520214547661,117.15867024246099,70.29520214547661,70.29520214547661,124.96924825862506,70.29520214547661,70.29520214547661,70.29520214547661,124.96924825862506,117.15867024246099,54.674046113148464
sample_46,71.0,"[9.08, 39.08]",118.8448093506484,9.08,39.08,124.977750731773,124.977750731773,124.977750731773,62.4888753658865,117.16664131103718,124.977750731773,62.4888753658865,62.4888753658865,124.977750731773,62.4888753658865,62.4888753658865,62.4888753658865,62.4888753658865,62.4888753658865,117.16664131103718,117.16664131103718,62.4888753658865
sample_47,84.0,"[11.79, 41.79]",66.8075659263506,11.79,41.79,70.28522004306474,70.28522004306474,70.28522004306474,70.28522004306474,132.7609711924556,70.28522004306474,70.28522004306474,132.7609711924556,70.28522004306474,70.28522004306474,70.28522004306474,70.28522004306474,70.28522004306474,70.28522004306474,93.71362672408631,132.7609711924556,46.856813362043155
sample_48,78.0,"[11.85, 41.85]",117.87262452257286,11.85,41.85,117.11018840017589,117.11018840017589,117.11018840017589,70.26611304010554,70.26611304010554,117.11018840017589,70.26611304010554,70.26611304010554,117.11018840017589,70.26611304010554,70.26611304010554,70.26611304010554,70.26611304010554,62.45876714676047,124.91753429352094,70.26611304010554,62.45876714676047
sample_49,74.0,"[28.10, 58.10]",119.33459265143009,28.1,58.1,125.01137890032163,125.01137890032163,125.01137890032163,62.505689450160816,117.19816771905153,125.01137890032163,62.505689450160816,117.19816771905153,125.01137890032163,70.3189006314309,117.19816771905153,62.505689450160816,62.505689450160816,62.505689450160816,117.19816771905153,117.19816771905153,54.69247826889071
sample_50,75.0,"[29.45, 59.45]",114.75775535301186,29.45,59.45,125.01270370370653,125.01270370370653,125.01270370370653,62.50635185185327,117.19940972222487,125.01270370370653,62.50635185185327,125.01270370370653,125.01270370370653,62.50635185185327,117.19940972222487,62.50635185185327,62.50635185185327,62.50635185185327,117.19940972222487,117.19940972222487,54.69305787037161
sample_51,72.0,"[12.60, 42.60]",131.22436403227016,12.6,42.6,124.99883606422758,124.99883606422758,124.99883606422758,70.31184528612802,124.99883606422758,124.99883606422758,70.31184528612802,124.99883606422758,124.99883606422758,70.31184528612802,124.99883606422758,70.31184528612802,70.31184528612802,70.31184528612802,124.99883606422758,124.99883606422758,46.87456352408534
sample_52,77.0,"[21.29, 51.29]",129.0880252193346,21.29,51.29,124.99871189087342,124.99871189087342,124.99871189087342,70.3117754386163,124.99871189087342,124.99871189087342,70.3117754386163,117.18629239769383,124.99871189087342,70.3117754386163,124.99871189087342,70.3117754386163,70.3117754386163,70.3117754386163,101.56145341133465,124.99871189087342,54.68693645225712
sample_53,68.0,"[10.23, 40.23]",179.4847687759882,10.23,40.23,179.57626483483077,179.57626483483077,70.26897319623814,70.26897319623814,70.26897319623814,70.26897319623814,70.26897319623814,70.26897319623814,70.26897319623814,70.26897319623814,70.26897319623814,70.26897319623814,70.26897319623814,62.46130950776723,70.26897319623814,70.26897319623814,62.46130950776723
sample_54,93.0,"[9.33, 39.33]",124.9477556796393,9.33,39.33,124.97826795208854,124.97826795208854,124.97826795208854,62.48913397604427,54.677992229038736,124.97826795208854,62.48913397604427,124.97826795208854,124.97826795208854,70.30027572304981,132.78940969909408,62.48913397604427,62.48913397604427,62.48913397604427,46.86685048203321,54.677992229038736,54.677992229038736
sample_55,96.0,"[13.69, 43.69]",71.5986411458997,13.69,43.69,70.34680989345541,70.34680989345541,70.34680989345541,70.34680989345541,109.42837094537508,70.34680989345541,70.34680989345541,54.71418547268754,70.34680989345541,70.34680989345541,70.34680989345541,70.34680989345541,70.34680989345541,70.34680989345541,117.24468315575902,109.42837094537508,54.71418547268754
sample_56,93.0,"[23.51, 53.51]",121.24840972897628,23.51,53.51,70.36683526840336,70.36683526840336,70.36683526840336,70.36683526840336,101.64098427658264,70.36683526840336,70.36683526840336,54.72976076431373,70.36683526840336,62.54829801635855,117.27805878067228,70.36683526840336,70.36683526840336,62.54829801635855,46.91122351226892,101.64098427658264,62.54829801635855
